rank,priority_tier,ticker,company,market_country,asset_pool,bfs_depth,module,current_pool,total_score,score_bucket,verification_status,source_priority,primary_sources_to_find,metrics_to_verify,upgrade_conditions,downgrade_conditions,evidence_state,counterevidence,dependency_path,dependency_edge,etf_clue,smart_money_clue
39,P0_first_batch,6223.TW,MPI,台湾,卫星资产池,D3,Probe card/test interface,候选池,93,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / earnings call / investor presentation / product and application pages,AI/HBM tester demand; SoC vs memory tester mix; probe/socket orders; inspection/metrology AI packaging exposure; margin,"Original sources prove HBM, AI accelerator, or advanced packaging complexity is increasing test or inspection revenue.",Revenue is broad semi-cycle recovery with no AI/HBM/advanced packaging mix or order evidence.,待原文核验,客户集中、泛测试beta,HBM/AI chip testing → probe card demand → revenue,BOM边+技术边,Taiwan semis ETFs,IBKR台股需权限
40,P0_first_batch,8046.TW,Nan Ya PCB,台湾,卫星资产池,D3,Substrate / PCB,候选池,93,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / presentation / capacity expansion announcement / product page,AI/HPC advanced packaging revenue; backlog/orders; capacity; substrate layer/spec upgrade; gross margin,"Original sources tie orders/revenue to HBM, CoWoS, AI server, advanced package, ABF, or high-speed PCB demand.",Revenue is mainly consumer/auto/legacy PCB or broad semi beta with no AI/HPC customer evidence.,待原文核验,AI占比、周期,AI package/server → substrate/PCB demand,BOM边,Taiwan ETFs,IBKR台股需权限
41,P0_first_batch,8299.TWO,Phison,台湾,卫星资产池,D3,SSD controller,候选池,93,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / earnings call / investor presentation / company product page,AI-related revenue; orders/backlog; capacity; gross margin; customer concentration; technical roadmap,Original sources prove direct D1-D3 dependency and visible financial translation.,"Dependency remains a narrative mapping, lacks revenue/order evidence, or counterevidence dominates.",待原文核验,NAND周期、enterprise占比,AI eSSD/QLC → enterprise controller/firmware → revenue,BOM边+技术边,Taiwan tech ETFs,IBKR台股/OTC需核验
42,P0_first_batch,NVMI,Nova,以色列/US,卫星资产池,D3,Metrology,候选池,93,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / earnings call / investor presentation / product and application pages,AI/HBM tester demand; SoC vs memory tester mix; probe/socket orders; inspection/metrology AI packaging exposure; margin,"Original sources prove HBM, AI accelerator, or advanced packaging complexity is increasing test or inspection revenue.",Revenue is broad semi-cycle recovery with no AI/HBM/advanced packaging mix or order evidence.,待原文核验,WFE周期、AI间接,leading-edge/advanced packaging → metrology → yield control,技术边+产能边,semis ETFs待查,NASDAQ 13F
43,P0_first_batch,ALAB,Astera Labs,US,美国资产池,D3,PCIe/CXL retimer + connectivity,候选池,93,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K/20-F / quarterly results / earnings call / product qualification note / customer or hyperscaler reference,datacom AI mix; 800G/1.6T shipments; CPO/SiPh roadmap; customer concentration; ASP/gross margin,"Company filings show AI datacenter/datacom growth, qualified 800G/1.6T or CPO products, and margin durability.","Growth is telecom cycle or one customer ramp, ASP declines dominate, or CPO timing is pushed out.",待原文核验: AI platform mix/customer concentration,客户集中、attach rate、标准变化,AI rack → PCIe/CXL lanes → retimer/switch attach,BOM边+技术边,SMH持仓线索/semiconductor ETFs,13F小中盘成长/半导体主题
44,P0_first_batch,CRDO,Credo,US,美国资产池,D3,AEC/SerDes/connectivity,候选池,93,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K/20-F / quarterly results / earnings call / product qualification note / customer or hyperscaler reference,datacom AI mix; 800G/1.6T shipments; CPO/SiPh roadmap; customer concentration; ASP/gross margin,"Company filings show AI datacenter/datacom growth, qualified 800G/1.6T or CPO products, and margin durability.","Growth is telecom cycle or one customer ramp, ASP declines dominate, or CPO timing is pushed out.",待原文核验: hyperscaler concentration and revenue mix,客户集中、铜/光路线变化、ASP下行,AI cluster ports → AEC/SerDes → lower-power interconnect,BOM边+技术边,semiconductor/AI ETFs待查,13F成长资金/options
45,P0_first_batch,FORM,FormFactor,US,美国资产池,D3,Probe card,候选池,93,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / earnings call / investor presentation / product and application pages,AI/HBM tester demand; SoC vs memory tester mix; probe/socket orders; inspection/metrology AI packaging exposure; margin,"Original sources prove HBM, AI accelerator, or advanced packaging complexity is increasing test or inspection revenue.",Revenue is broad semi-cycle recovery with no AI/HBM/advanced packaging mix or order evidence.,待原文核验: HBM/GPU mix,泛测试beta、订单周期,HBM/GPU wafer probe → probe card ASP/time → test bottleneck,BOM边+产能边,SMH/SOX-related ETFs待查,13F小中盘半导体
46,P0_first_batch,LITE,Lumentum,US,美国资产池,D2-D3,Lasers/datacom optics,候选池,93,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K/20-F / quarterly results / earnings call / product qualification note / customer or hyperscaler reference,datacom AI mix; 800G/1.6T shipments; CPO/SiPh roadmap; customer concentration; ASP/gross margin,"Company filings show AI datacenter/datacom growth, qualified 800G/1.6T or CPO products, and margin durability.","Growth is telecom cycle or one customer ramp, ASP declines dominate, or CPO timing is pushed out.",待原文核验: AI datacom revenue/customer qualification,光模块价格战、客户集中、capex cycle,800G/1.6T/CPO → laser demand → datacom revenue,BOM边+技术边,AI/semis/optics ETFs待查,13F/主题基金
47,P0_first_batch,MRVL,Marvell,US,美国资产池,D1-D3,Custom silicon + optical DSP + networking,候选池,93,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K/20-F / quarterly results / earnings call / investor presentation / product roadmap,data center revenue; custom silicon revenue; design wins; NRE vs mass production; IP royalty; customer concentration,Original sources prove sustained AI compute or ASIC demand and supply-chain pull-through to D2/D3.,"Revenue is concentrated, one-off NRE, software moat blocks adoption, or customer disclosures are too thin.",合理推论+待原文核验: AI revenue mix与客户集中,ASIC项目时点、DSP被LPO/CPO挤压、客户集中,Hyperscaler ASIC/networking demand → custom silicon/DSP/SerDes → AI fabric,客户边+技术边+BOM边,SMH/SOXX/AIQ,13F半导体；被动资金覆盖
48,P0_first_batch,MTSI,MACOM,US,美国资产池,D3,RF/photonic components,候选池,93,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",10-K/20-F / quarterly results / earnings call / product qualification note / customer or hyperscaler reference,datacom AI mix; 800G/1.6T shipments; CPO/SiPh roadmap; customer concentration; ASP/gross margin,"Company filings show AI datacenter/datacom growth, qualified 800G/1.6T or CPO products, and margin durability.","Growth is telecom cycle or one customer ramp, ASP declines dominate, or CPO timing is pushed out.",待原文核验,AI暴露分散、周期混杂,CPO/optical interconnect → lasers/TIA/driver/RF components,BOM边+技术边,SMH? semis ETFs待查,13F半导体
49,P0_first_batch,ONTO,Onto Innovation,US,美国资产池,D3,Metrology / inspection,候选池,93,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / earnings call / investor presentation / product and application pages,AI/HBM tester demand; SoC vs memory tester mix; probe/socket orders; inspection/metrology AI packaging exposure; margin,"Original sources prove HBM, AI accelerator, or advanced packaging complexity is increasing test or inspection revenue.",Revenue is broad semi-cycle recovery with no AI/HBM/advanced packaging mix or order evidence.,待原文核验,WFE周期、客户capex,advanced packaging → metrology/inspection → yield management,产能边+技术边,SMH/SOXQ?,13F半导体
50,P0_first_batch,PSTG,Pure Storage,US,美国资产池,D3,AI storage systems,候选池,93,core_review,pending_original_source_verification,"Find latest annual report, latest quarterly results, earnings call transcript, investor presentation, and official product/capacity pages first.",annual report / quarterly results / earnings call / investor presentation / company product page,AI-related revenue; orders/backlog; capacity; gross margin; customer concentration; technical roadmap,Original sources prove direct D1-D3 dependency and visible financial translation.,"Dependency remains a narrative mapping, lacks revenue/order evidence, or counterevidence dominates.",待原文核验: AI customer/AI storage revenue；ticker/公司名以交易所主数据刷新,软件/存储周期混杂、客户ROI,AI data pipeline → high-performance storage → enterprise storage revenue,客户边+技术边,cloud/tech ETFs待查,13F software+infra
